Signature,Time,Action,From,To,Amount,Decimals,TokenAddress
4Hj8ohsAQAJyYPgEP1VH5fLwcoKr8bPKxGTVT8cJ7yVJfuh9CR8aDPtQhHPFMwD7hp1hXM4ehmkUxGmrZQJthB4X,1718580601,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,EWEnCjfSGeWg5C58DBuXM4uECoVaAPCpaFibK1V3B6ei,489826,9,SOL
4Hj8ohsAQAJyYPgEP1VH5fLwcoKr8bPKxGTVT8cJ7yVJfuh9CR8aDPtQhHPFMwD7hp1hXM4ehmkUxGmrZQJthB4X,1718580601,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,maADbn7DP7N5UhnP93KngcNjH8uyB7qwiFHEa3Ko9WX,979653,9,SOL
4Hj8ohsAQAJyYPgEP1VH5fLwcoKr8bPKxGTVT8cJ7yVJfuh9CR8aDPtQhHPFMwD7hp1hXM4ehmkUxGmrZQJthB4X,1718580601,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,EKEy7ZSrLa2Nxb3RwnZF9NcidbEfbqu3DPwxwtrmnSRk,39186,9,SOL
4Hj8ohsAQAJyYPgEP1VH5fLwcoKr8bPKxGTVT8cJ7yVJfuh9CR8aDPtQhHPFMwD7hp1hXM4ehmkUxGmrZQJthB4X,1718580601,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,CfYXwxCk7Be8u1aHz9yvtX3TjBq3C4R18WVZqazRuYqj,58779,9,SOL
4Hj8ohsAQAJyYPgEP1VH5fLwcoKr8bPKxGTVT8cJ7yVJfuh9CR8aDPtQhHPFMwD7hp1hXM4ehmkUxGmrZQJthB4X,1718580601,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,32hYcE6771ouLz2SQFYpbtYoesnM5JJg1aiFp5fcN4CF,195930,9,SOL
4Hj8ohsAQAJyYPgEP1VH5fLwcoKr8bPKxGTVT8cJ7yVJfuh9CR8aDPtQhHPFMwD7hp1hXM4ehmkUxGmrZQJthB4X,1718580601,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,32hYcE6771ouLz2SQFYpbtYoesnM5JJg1aiFp5fcN4CF,195930,9,SOL
3Sf5LrSJm2pCb8MsJPSJfDY2wpPB1vLEgDcWkFz9jm26gfhWj4B8wToYkZWGeMZYjZN9qWMc3orbmqC2TPoCa3af,1718580590,TRANSFER,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,245931638,9,So11111111111111111111111111111111111111112
3Sf5LrSJm2pCb8MsJPSJfDY2wpPB1vLEgDcWkFz9jm26gfhWj4B8wToYkZWGeMZYjZN9qWMc3orbmqC2TPoCa3af,1718580590,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,1334038013833,6,HzfhPGatF2qXXDB8YidNAxzGS6u7xfprpVfB4keipump
3Sf5LrSJm2pCb8MsJPSJfDY2wpPB1vLEgDcWkFz9jm26gfhWj4B8wToYkZWGeMZYjZN9qWMc3orbmqC2TPoCa3af,1718580590,CREATE ACCOUNT,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,FN1RhLFSC6bwfZPxMxRoTdmTzKuECG2Pt4G3MDmTNdCq,2039280,9,SOL
4MzYEMjjgPDeZyWnKm5myZX7oLUp5mz1ceUYtjXaTiNieEocyse86nEnYiumCJjjCZQX6b2RJvBqSkjSFiJJ1MnH,1718580318,TRANSFER,BXjJ8aCCqHtYcMvbGa9yw62qkhYfBczLSMFkKH1NBvTG,EWEnCjfSGeWg5C58DBuXM4uECoVaAPCpaFibK1V3B6ei,1250000,9,SOL
